Data Escala de Tempo 1 GE Simp 4,Data Dica,dsc_estado,id_subsistema,nom_tipousinasite,nom_usina 2,Período Exibido GE,Selecione Tipo de GE Simp 4
03/01/2020 22:00:00,3/1/2020 22:00,*,*,Térmica,*,5,12456,73499919
03/01/2020 23:00:00,3/1/2020 23:00,*,*,Térmica,*,5,12446,93299977
04/01/2020 00:00:00,4/1/2020 0:00,*,*,Térmica,*,5,12391,82999848
04/01/2020 01:00:00,4/1/2020 1:00,*,*,Térmica,*,5,12415,99099952
04/01/2020 02:00:00,4/1/2020 2:00,*,*,Térmica,*,5,12234,40999967
04/01/2020 03:00:00,4/1/2020 3:00,*,*,Térmica,*,5,12272,15499975
04/01/2020 04:00:00,4/1/2020 4:00,*,*,Térmica,*,5,12353,20300056
04/01/2020 05:00:00,4/1/2020 5:00,*,*,Térmica,*,5,12341,98100112
04/01/2020 06:00:00,4/1/2020 6:00,*,*,Térmica,*,5,12355,56300088
04/01/2020 07:00:00,4/1/2020 7:00,*,*,Térmica,*,5,12374,48799869
04/01/2020 08:00:00,4/1/2020 8:00,*,*,Térmica,*,5,12333,09500073
04/01/2020 09:00:00,4/1/2020 9:00,*,*,Térmica,*,5,12339,98100041
04/01/2020 10:00:00,4/1/2020 10:00,*,*,Térmica,*,5,12338,63700113
04/01/2020 11:00:00,4/1/2020 11:00,*,*,Térmica,*,5,12331,84600011
04/01/2020 12:00:00,4/1/2020 12:00,*,*,Térmica,*,5,12342,74599926
04/01/2020 13:00:00,4/1/2020 13:00,*,*,Térmica,*,5,12252,01899999
04/01/2020 14:00:00,4/1/2020 14:00,*,*,Térmica,*,5,12232,50499846
04/01/2020 15:00:00,4/1/2020 15:00,*,*,Térmica,*,5,12189,62799896
04/01/2020 16:00:00,4/1/2020 16:00,*,*,Térmica,*,5,12254,82999861
04/01/2020 17:00:00,4/1/2020 17:00,*,*,Térmica,*,5,12273,08899834
04/01/2020 18:00:00,4/1/2020 18:00,*,*,Térmica,*,5,12273,22400087
04/01/2020 19:00:00,4/1/2020 19:00,*,*,Térmica,*,5,12272,18600041
04/01/2020 20:00:00,4/1/2020 20:00,*,*,Térmica,*,5,12286,85399953
04/01/2020 21:00:00,4/1/2020 21:00,*,*,Térmica,*,5,12163,06200068
04/01/2020 22:00:00,4/1/2020 22:00,*,*,Térmica,*,5,12172,89600054
04/01/2020 23:00:00,4/1/2020 23:00,*,*,Térmica,*,5,12206,6870004
05/01/2020 00:00:00,5/1/2020 0:00,*,*,Térmica,*,5,12226,92999911
05/01/2020 01:00:00,5/1/2020 1:00,*,*,Térmica,*,5,12216,74600002
05/01/2020 02:00:00,5/1/2020 2:00,*,*,Térmica,*,5,12231,92199965
05/01/2020 03:00:00,5/1/2020 3:00,*,*,Térmica,*,5,12296,44199907
05/01/2020 04:00:00,5/1/2020 4:00,*,*,Térmica,*,5,12293,11099939
05/01/2020 05:00:00,5/1/2020 5:00,*,*,Térmica,*,5,12244,47899923
05/01/2020 06:00:00,5/1/2020 6:00,*,*,Térmica,*,5,11623,40899907
05/01/2020 07:00:00,5/1/2020 7:00,*,*,Térmica,*,5,11514,2449998
05/01/2020 08:00:00,5/1/2020 8:00,*,*,Térmica,*,5,11509,92500016
05/01/2020 09:00:00,5/1/2020 9:00,*,*,Térmica,*,5,11516,89299915
05/01/2020 10:00:00,5/1/2020 10:00,*,*,Térmica,*,5,11517,0919997
05/01/2020 11:00:00,5/1/2020 11:00,*,*,Térmica,*,5,11536,99699984
05/01/2020 12:00:00,5/1/2020 12:00,*,*,Térmica,*,5,11572,30900068
05/01/2020 13:00:00,5/1/2020 13:00,*,*,Térmica,*,5,11830,22699902
05/01/2020 14:00:00,5/1/2020 14:00,*,*,Térmica,*,5,12051,40499965
05/01/2020 15:00:00,5/1/2020 15:00,*,*,Térmica,*,5,12320,61800018
05/01/2020 16:00:00,5/1/2020 16:00,*,*,Térmica,*,5,12374,79300063
05/01/2020 17:00:00,5/1/2020 17:00,*,*,Térmica,*,5,12432,83800041
05/01/2020 18:00:00,5/1/2020 18:00,*,*,Térmica,*,5,12416,5090004
05/01/2020 19:00:00,5/1/2020 19:00,*,*,Térmica,*,5,12439,17599973
05/01/2020 20:00:00,5/1/2020 20:00,*,*,Térmica,*,5,12450,45499925
05/01/2020 21:00:00,5/1/2020 21:00,*,*,Térmica,*,5,12474,58899996
05/01/2020 22:00:00,5/1/2020 22:00,*,*,Térmica,*,5,12455,17499943
05/01/2020 23:00:00,5/1/2020 23:00,*,*,Térmica,*,5,12473,82799938
06/01/2020 00:00:00,6/1/2020 0:00,*,*,Térmica,*,5,11949,31399962
06/01/2020 01:00:00,6/1/2020 1:00,*,*,Térmica,*,5,11829,54999968
06/01/2020 02:00:00,6/1/2020 2:00,*,*,Térmica,*,5,11913,45799954
06/01/2020 03:00:00,6/1/2020 3:00,*,*,Térmica,*,5,11888,94199996
