date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-04-01,SP,Iracemápolis,city,1,0,True,24235,3521408,4.12626,
2020-04-01,SP,Itanhaém,city,2,0,True,101816,3522109,1.96433,
2020-04-01,SP,Itapecerica da Serra,city,4,0,True,175693,3522208,2.2767,
2020-04-01,SP,Itapevi,city,6,0,True,237700,3522505,2.52419,
2020-04-01,SP,Itaquaquecetuba,city,3,0,True,370821,3523107,0.80902,
2020-04-01,SP,Itupeva,city,1,0,True,61252,3524006,1.6326,
2020-04-01,SP,Jaguariúna,city,1,0,True,57488,3524709,1.73949,
2020-04-01,SP,Jandira,city,2,0,True,124937,3525003,1.60081,
2020-04-01,SP,Jundiaí,city,5,0,True,418962,3525904,1.19343,
2020-04-01,SP,Lençóis Paulista,city,1,0,True,68432,3526803,1.4613,
2020-04-01,SP,Limeira,city,2,0,True,306114,3526902,0.65335,
2020-04-01,SP,Louveira,city,1,0,True,48885,3527306,2.04562,
2020-04-01,SP,Mairiporã,city,2,0,True,100179,3528502,1.99643,
2020-04-01,SP,Matão,city,1,0,True,83170,3529302,1.20236,
2020-04-01,SP,Mauá,city,3,0,True,472912,3529401,0.63437,
2020-04-01,SP,Mogi das Cruzes,city,11,0,True,445842,3530607,2.46724,
2020-04-01,SP,Mogi Guaçu,city,1,0,True,151888,3530706,0.65838,
2020-04-01,SP,Nova Odessa,city,1,0,True,60174,3533403,1.66185,
2020-04-01,SP,Osasco,city,43,2,True,698418,3534401,6.15677,0.0465
2020-04-01,SP,Paulínia,city,1,0,True,109424,3536505,0.91388,
2020-04-01,SP,Penápolis,city,1,0,True,63407,3537305,1.57711,
2020-04-01,SP,Piracicaba,city,5,0,True,404142,3538709,1.23719,
2020-04-01,SP,Pirajuí,city,1,0,True,25492,3538907,3.9228,
2020-04-01,SP,Poá,city,1,0,True,117452,3539806,0.85141,
2020-04-01,SP,Porto Feliz,city,1,0,True,53098,3540606,1.88331,
2020-04-01,SP,Praia Grande,city,1,0,True,325073,3541000,0.30762,
2020-04-01,SP,Ribeirão Pires,city,1,0,True,123393,3543303,0.81042,
2020-04-01,SP,Ribeirão Preto,city,8,1,True,703293,3543402,1.13751,0.125
2020-04-01,SP,Rio Claro,city,1,0,True,206424,3543907,0.48444,
2020-04-01,SP,Salto de Pirapora,city,1,0,True,45422,3545308,2.20158,
2020-04-01,SP,Santa Isabel,city,1,0,True,57386,3546801,1.74259,
2020-04-01,SP,Santana de Parnaíba,city,18,0,True,139447,3547304,12.90813,
2020-04-01,SP,Santo André,city,51,2,True,718773,3547809,7.09543,0.0392
2020-04-01,SP,Santos,city,23,0,True,433311,3548500,5.30797,
2020-04-01,SP,São Bernardo do Campo,city,52,2,True,838936,3548708,6.19833,0.0385
2020-04-01,SP,São Caetano do Sul,city,32,1,True,161127,3548807,19.86011,0.0312
2020-04-01,SP,São José do Rio Pardo,city,1,0,True,54946,3549706,1.81997,
2020-04-01,SP,São José do Rio Preto,city,7,0,True,460671,3549805,1.51952,
2020-04-01,SP,São José dos Campos,city,12,0,True,721944,3549904,1.66218,
2020-04-01,SP,São Paulo,city,2418,144,True,12252023,3550308,19.73552,0.0596
2020-04-01,SP,São Pedro,city,1,0,True,35653,3550407,2.80481,
2020-04-01,SP,São Sebastião,city,3,1,True,88980,3550704,3.37154,0.3333
2020-04-01,SP,São Vicente,city,2,0,True,365798,3551009,0.54675,
2020-04-01,SP,Sorocaba,city,3,1,True,679378,3552205,0.44158,0.3333
2020-04-01,SP,Suzano,city,4,1,True,297637,3552502,1.34392,0.25
2020-04-01,SP,Taboão da Serra,city,22,1,True,289664,3552809,7.59501,0.0455
2020-04-01,SP,Tatuí,city,1,0,True,121766,3554003,0.82125,
2020-04-01,SP,Taubaté,city,1,0,True,314924,3554102,0.31754,
2020-04-01,SP,Valinhos,city,1,0,True,129193,3556206,0.77404,
2020-04-01,SP,Vargem Grande Paulista,city,2,1,True,52597,3556453,3.8025,0.5
2020-04-01,SP,Vinhedo,city,1,0,True,78728,3556701,1.2702,
2020-04-01,SP,Votorantim,city,1,0,True,122480,3557006,0.81646,
2020-04-01,SP,Votuporanga,city,1,0,True,94547,3557105,1.05768,
2020-04-01,TO,Araguaína,city,3,0,False,180470,1702109,1.66233,
2020-04-01,TO,Palmas,city,9,0,False,299127,1721000,3.00876,
